[231.129, 139.784], [232.489, 230.977], [177.155, 231.307], [49.7647, 219.682], [232.489, 230.977], [287.905, 230.647], [392.015, 218.978], [232.415, 309.864], [195.721, 389.816], [126.654, 564.187], [268.994, 389.533], [25.4593, 819.67], [268.994, 548.558], [195.721, 389.816], [268.994, 701.467], [488.37, 160.244], [-57.9234, 155.336]
[231.129, 139.784], [232.489, 230.977], [177.155, 231.307], [49.7647, 219.682], [232.489, 230.977], [287.905, 230.647], [392.015, 218.978], [232.415, 309.864], [195.721, 389.816], [126.654, 564.187], [268.994, 389.533], [25.4593, 819.67], [268.994, 548.558], [195.721, 389.816], [268.994, 701.467], [488.37, 160.244], [-57.9234, 155.336]
[232.656, 138.838], [233.186, 223.184], [177.969, 223.16], [78.9723, 168.674], [233.186, 223.184], [288.443, 223.209], [362.048, 159.169], [232.73, 301.733], [195.866, 380.958], [140.357, 557.993], [268.691, 381.067], [56.7417, 797.65], [270.831, 560.185], [195.866, 380.958], [273.85, 812.818], [322.004, 67.4882], [140.768, 85.0419]
[232.656, 138.838], [233.186, 223.184], [177.969, 223.16], [78.9723, 168.674], [233.186, 223.184], [288.443, 223.209], [362.048, 159.169], [232.73, 301.733], [195.866, 380.958], [140.357, 557.993], [268.691, 381.067], [56.7417, 797.65], [270.831, 560.185], [195.866, 380.958], [273.85, 812.818], [322.004, 67.4882], [140.768, 85.0419]
[233.93, 139.278], [233.746, 219.787], [178.617, 219.612], [84.8069, 169.967], [233.746, 219.787], [288.904, 219.962], [364.308, 160.175], [233.021, 298.199], [195.93, 377.312], [143.31, 551.693], [268.655, 377.596], [67.8043, 801.918], [270.601, 557.853], [195.93, 377.312], [273.308, 796.377], [322.196, 67.5016], [143.386, 83.5145]
[233.93, 139.278], [233.746, 219.787], [178.617, 219.612], [84.8069, 169.967], [233.746, 219.787], [288.904, 219.962], [364.308, 160.175], [233.021, 298.199], [195.93, 377.312], [143.31, 551.693], [268.655, 377.596], [67.8043, 801.918], [270.601, 557.853], [195.93, 377.312], [273.308, 796.377], [322.196, 67.5016], [143.386, 83.5145]
[234.84, 139.087], [234.411, 217.604], [179.254, 217.398], [88.098, 169.639], [234.411, 217.604], [289.53, 217.811], [365.069, 159.708], [233.639, 295.942], [196.424, 375.1], [153.411, 553.505], [269.277, 375.302], [89.7227, 792.565], [271.045, 554.294], [196.424, 375.1], [273.585, 780.815], [321.485, 66.8519], [145.68, 82.3418]
[234.84, 139.087], [234.411, 217.604], [179.254, 217.398], [88.098, 169.639], [234.411, 217.604], [289.53, 217.811], [365.069, 159.708], [233.639, 295.942], [196.424, 375.1], [153.411, 553.505], [269.277, 375.302], [89.7227, 792.565], [271.045, 554.294], [196.424, 375.1], [273.585, 780.815], [321.485, 66.8519], [145.68, 82.3418]
[235.117, 140.341], [234.386, 217.469], [179.136, 217.267], [89.2208, 169.247], [234.386, 217.469], [289.522, 217.671], [365.795, 160.278], [233.594, 295.83], [196.209, 375.235], [161.414, 554.175], [269.322, 375.285], [107.159, 782.881], [270.823, 552.45], [196.209, 375.235], [273.102, 769.677], [320.853, 67.1266], [146.989, 81.6311]
[235.117, 140.341], [234.386, 217.469], [179.136, 217.267], [89.2208, 169.247], [234.386, 217.469], [289.522, 217.671], [365.795, 160.278], [233.594, 295.83], [196.209, 375.235], [161.414, 554.175], [269.322, 375.285], [107.159, 782.881], [270.823, 552.45], [196.209, 375.235], [273.102, 769.677], [320.853, 67.1266], [146.989, 81.6311]
[234.718, 140.023], [234.021, 217.008], [178.645, 216.749], [90.1131, 169.536], [234.021, 217.008], [289.181, 217.266], [365.564, 159.489], [233.173, 295.388], [195.603, 374.956], [167.595, 552.578], [268.927, 374.891], [120.874, 772.02], [270.145, 549.612], [195.603, 374.956], [272.13, 758.684], [318.809, 67.2224], [147.831, 81.5885]
[234.718, 140.023], [234.021, 217.008], [178.645, 216.749], [90.1131, 169.536], [234.021, 217.008], [289.181, 217.266], [365.564, 159.489], [233.173, 295.388], [195.603, 374.956], [167.595, 552.578], [268.927, 374.891], [120.874, 772.02], [270.145, 549.612], [195.603, 374.956], [272.13, 758.684], [318.809, 67.2224], [147.831, 81.5885]
