-0.186252,0.0691983,3.02254
-0.186252,0.0691983,3.02254
-0.17998,0.068069,3.04402
-0.17998,0.068069,3.04402
-0.172094,0.0616604,3.02396
-0.172094,0.0616604,3.02396
-0.167378,0.066373,3.01591
-0.167378,0.066373,3.01591
-0.15976,0.059881,3.00387
-0.15976,0.059881,3.00387
-0.148436,0.0605362,2.99694
-0.148436,0.0605362,2.99694
-0.1399,0.0625494,2.98057
-0.1399,0.0625494,2.98057
-0.130423,0.0657681,2.95721
-0.130423,0.0657681,2.95721
-0.12451,0.066055,2.96123
-0.12451,0.066055,2.96123
-0.121363,0.0657807,2.95878
-0.121363,0.0657807,2.95878
-0.115743,0.0698571,2.9587
-0.115743,0.0698571,2.9587
-0.111551,0.072115,2.9222
-0.111551,0.072115,2.9222
-0.113925,0.0707749,2.90729
-0.113925,0.0707749,2.90729
-0.113947,0.0777718,2.90765
-0.113947,0.0777718,2.90765
-0.117412,0.0772665,2.90935
-0.117412,0.0772665,2.90935
-0.12072,0.0797266,2.92125
-0.12072,0.0797266,2.92125
-0.124523,0.0796834,2.90962
-0.124523,0.0796834,2.90962
-0.128584,0.0810506,2.91663
-0.128584,0.0810506,2.91663
-0.133071,0.0793121,2.89583
-0.133071,0.0793121,2.89583
-0.1374,0.076765,2.88263
-0.1374,0.076765,2.88263
-0.14128,0.0795197,2.87533
-0.14128,0.0795197,2.87533
-0.148249,0.0757622,2.88724
-0.148249,0.0757622,2.88724
-0.154944,0.0719229,2.88405
-0.154944,0.0719229,2.88405
-0.16315,0.0728345,2.90623
-0.16315,0.0728345,2.90623
-0.172002,0.0707241,2.92335
-0.172002,0.0707241,2.92335
-0.177808,0.0725316,2.92235
-0.177808,0.0725316,2.92235
-0.178109,0.0702446,2.90627
-0.178109,0.0702446,2.90627
-0.185271,0.0693577,2.91846
-0.185271,0.0693577,2.91846
-0.186405,0.0693134,2.9093
-0.186405,0.0693134,2.9093
-0.187419,0.0657072,2.88892
-0.187419,0.0657072,2.88892
-0.187853,0.0628834,2.88308
-0.187853,0.0628834,2.88308
-0.191848,0.0731247,2.8849
-0.191848,0.0731247,2.8849
-0.192179,0.0694763,2.87298
-0.192179,0.0694763,2.87298
-0.189822,0.0677487,2.86578
-0.189822,0.0677487,2.86578
-0.184993,0.0673904,2.88209
-0.184993,0.0673904,2.88209
-0.184182,0.0666219,2.88214
-0.184182,0.0666219,2.88214
-0.176422,0.0669323,2.87439
-0.176422,0.0669323,2.87439
-0.172761,0.0625984,2.87175
-0.172761,0.0625984,2.87175
-0.166122,0.0643163,2.86222
-0.166122,0.0643163,2.86222
-0.157538,0.0722122,2.83753
-0.157538,0.0722122,2.83753
-0.154888,0.0841378,2.80059
-0.154888,0.0841378,2.80059
-0.147357,0.106438,2.76407
-0.147357,0.106438,2.76407
-0.150362,0.112229,2.84789
-0.150362,0.112229,2.84789
-0.139708,0.147606,2.69846
-0.139708,0.147606,2.69846
-0.145692,0.121429,2.83113
-0.145692,0.121429,2.83113
-0.0964619,0.162289,2.80737
-0.0964619,0.162289,2.80737
-0.0996053,0.168981,2.79682
-0.0996053,0.168981,2.79682
-0.13809,0.203338,2.66687
-0.13809,0.203338,2.66687
-0.14171,0.195883,2.63874
-0.14171,0.195883,2.63874
-0.153409,0.183354,2.63335
-0.153409,0.183354,2.63335
-0.16307,0.159939,2.79367
-0.16307,0.159939,2.79367
-0.166948,0.146638,2.68724
-0.166948,0.146638,2.68724
-0.16944,0.125249,2.70734
-0.16944,0.125249,2.70734
-0.174374,0.106767,2.76018
-0.174374,0.106767,2.76018
-0.173728,0.0929485,2.81269
