0.315292,0.194273
0.221092,0.106736
0.27328,0.047242
0.271151,0.0397932
0.315292,0.194273
0.221092,0.106736
0.00312767,0.00192717
0,0
0.315292,0.194273
0.221092,0.106736
0.00312767,0.00192717
0,0
0.208304,0.204744
0.294255,0.203522
0.267744,0.0487368
0.271151,0.0397932
0.208304,0.204744
0.294255,0.203522
0.00197174,0.00193804
0,0
0.208304,0.204744
0.294255,0.203522
0.00197174,0.00193804
0,0
0.315292,0.194273
0.221092,0.106736
0.27328,0.047242
0.271151,0.0397932
0.315292,0.194273
0.221092,0.106736
0.00312767,0.00192717
0,0
0.315292,0.194273
0.221092,0.106736
0.00312767,0.00192717
0,0
0.208304,0.204744
0.294255,0.203522
0.267744,0.0487368
0.271151,0.0397932
0.208304,0.204744
0.294255,0.203522
0.00197174,0.00193804
0,0
0.208304,0.204744
0.294255,0.203522
0.00197174,0.00193804
0,0
0.311073,0.183587
0.254817,0.0411144
0.273617,0.0471606
0.271441,0.0392321
0.311073,0.183587
0.254817,0.0411144
0.0030251,0.00178534
0,0
0.311073,0.183587
0.254817,0.0411144
0.0030251,0.00178534
0,0
0.311073,0.183587
0.254817,0.0411144
0.273617,0.0471606
0.271441,0.0392321
0.311073,0.183587
0.254817,0.0411144
0.0030251,0.00178534
0,0
0.311073,0.183587
0.254817,0.0411144
0.0030251,0.00178534
0,0
0.336715,0.165839
0.764081,-0.129969
0.278414,0.0468997
0.274318,0.0385436
0.336715,0.165839
0.764081,-0.129969
0.00313682,0.00154495
0,0
0.336715,0.165839
0.764081,-0.129969
0.00313682,0.00154495
0,0
0.223337,0.201774
0.35669,0.262694
0.271359,0.0480164
0.274318,0.0385436
0.223337,0.201774
0.35669,0.262694
0.00206238,0.00186326
0,0
0.223337,0.201774
0.35669,0.262694
0.00206238,0.00186326
0,0
0.336715,0.165839
0.764081,-0.129969
0.278414,0.0468997
0.274318,0.0385436
0.336715,0.165839
0.764081,-0.129969
0.00313682,0.00154495
0,0
0.336715,0.165839
0.764081,-0.129969
0.00313682,0.00154495
0,0
0.223337,0.201774
0.35669,0.262694
0.271359,0.0480164
0.274318,0.0385436
0.223337,0.201774
0.35669,0.262694
0.00206238,0.00186326
0,0
0.223337,0.201774
0.35669,0.262694
0.00206238,0.00186326
0,0
0.33934,0.16598
0.372568,0.167767
0.278137,0.0466735
0.274088,0.0387816
0.33934,0.16598
0.372568,0.167767
0.00320964,0.00156992
0,0
0.33934,0.16598
0.372568,0.167767
0.00320964,0.00156992
0,0
0.22856,0.200826
0.293843,0.188976
0.271446,0.048185
0.274088,0.0387816
0.22856,0.200826
0.293843,0.188976
0.00213775,0.00187835
0,0
0.22856,0.200826
0.293843,0.188976
0.00213775,0.00187835
0,0
0.33934,0.16598
