[204.919, 138.125], [204.182, 230.67], [146.033, 229.594], [20.5997, 229.421], [204.182, 230.67], [262.624, 231.751], [348.053, 229.994], [202.473, 313.785], [162.62, 396.107], [56.9264, 548.842], [239.025, 398.069], [-139.362, 832.493], [190.892, 557.653], [162.62, 396.107], [98.8037, 862.972], [452.403, 183.977], [-93.4508, 172.609]
[204.919, 138.125], [204.182, 230.67], [146.033, 229.594], [20.5997, 229.421], [204.182, 230.67], [262.624, 231.751], [348.053, 229.994], [202.473, 313.785], [162.62, 396.107], [56.9264, 548.842], [239.025, 398.069], [-139.362, 832.493], [190.892, 557.653], [162.62, 396.107], [98.8037, 862.972], [452.403, 183.977], [-93.4508, 172.609]
[203.574, 136.293], [203.378, 223.362], [145.424, 222.624], [30.9811, 218.911], [203.378, 223.362], [261.628, 224.103], [347.667, 203.415], [202.142, 306.195], [162.902, 388.429], [72.3758, 562.563], [239.032, 389.952], [-90.8409, 842.202], [198.485, 569.956], [162.902, 388.429], [122.948, 868.077], [335.737, 90.1441], [52.9299, 114.698]
[203.574, 136.293], [203.378, 223.362], [145.424, 222.624], [30.9811, 218.911], [203.378, 223.362], [261.628, 224.103], [347.667, 203.415], [202.142, 306.195], [162.902, 388.429], [72.3758, 562.563], [239.032, 389.952], [-90.8409, 842.202], [198.485, 569.956], [162.902, 388.429], [122.948, 868.077], [335.737, 90.1441], [52.9299, 114.698]
[201.874, 135.05], [201.91, 219.244], [144.094, 218.721], [38.0341, 219.875], [201.91, 219.244], [260.018, 219.77], [348.625, 202.883], [200.901, 301.903], [161.943, 384.181], [86.934, 568.184], [237.962, 385.418], [-49.1863, 837.833], [196.646, 551.089], [161.943, 384.181], [122.246, 849.422], [331.518, 90.6417], [51.163, 113.873]
[201.874, 135.05], [201.91, 219.244], [144.094, 218.721], [38.0341, 219.875], [201.91, 219.244], [260.018, 219.77], [348.625, 202.883], [200.901, 301.903], [161.943, 384.181], [86.934, 568.184], [237.962, 385.418], [-49.1863, 837.833], [196.646, 551.089], [161.943, 384.181], [122.246, 849.422], [331.518, 90.6417], [51.163, 113.873]
[198.95, 134.419], [199.328, 217.099], [141.503, 216.897], [40.2374, 218.881], [199.328, 217.099], [257.384, 217.303], [346.95, 201.516], [198.772, 299.639], [160.259, 382.083], [57.2921, 538.918], [236.269, 382.783], [-122.767, 813.176], [201.15, 565.895], [160.259, 382.083], [138.698, 857.434], [327.536, 89.9489], [49.6655, 112.057]
[198.95, 134.419], [199.328, 217.099], [141.503, 216.897], [40.2374, 218.881], [199.328, 217.099], [257.384, 217.303], [346.95, 201.516], [198.772, 299.639], [160.259, 382.083], [57.2921, 538.918], [236.269, 382.783], [-122.767, 813.176], [201.15, 565.895], [160.259, 382.083], [138.698, 857.434], [327.536, 89.9489], [49.6655, 112.057]
[195.815, 134.153], [196.439, 216.135], [138.596, 216.194], [38.9799, 217.087], [196.439, 216.135], [254.467, 216.075], [344.733, 201.475], [196.24, 298.609], [158.06, 381.237], [70.1502, 557.802], [234.097, 381.504], [-81.8778, 830.528], [205.102, 571.055], [158.06, 381.237], [152.759, 848.765], [323.77, 90.3651], [49.8077, 109.715]
[195.815, 134.153], [196.439, 216.135], [138.596, 216.194], [38.9799, 217.087], [196.439, 216.135], [254.467, 216.075], [344.733, 201.475], [196.24, 298.609], [158.06, 381.237], [70.1502, 557.802], [234.097, 381.504], [-81.8778, 830.528], [205.102, 571.055], [158.06, 381.237], [152.759, 848.765], [323.77, 90.3651], [49.8077, 109.715]
[192.682, 134.291], [193.268, 215.625], [135.421, 215.698], [36.5363, 215.812], [193.268, 215.625], [251.273, 215.552], [342.459, 198.819], [193.174, 298.016], [155.148, 380.49], [82.7203, 564.754], [231.079, 380.691], [-44.6176, 826.836], [207.368, 570.923], [155.148, 380.49], [162.871, 833.914], [319.591, 88.5084], [47.5102, 107.902]
[192.682, 134.291], [193.268, 215.625], [135.421, 215.698], [36.5363, 215.812], [193.268, 215.625], [251.273, 215.552], [342.459, 198.819], [193.174, 298.016], [155.148, 380.49], [82.7203, 564.754], [231.079, 380.691], [-44.6176, 826.836], [207.368, 570.923], [155.148, 380.49], [162.871, 833.914], [319.591, 88.5084], [47.5102, 107.902]
[189.161, 134.447], [189.62, 215.634], [131.818, 215.554], [32.496, 214.772], [189.62, 215.634], [247.589, 215.713], [338.471, 197.29], [189.326, 297.977], [151.142, 380.271], [92.1514, 566.633], [226.993, 380.684], [-15.9826, 817.469], [207.576, 569.304], [151.142, 380.271], [168.956, 819.585], [316.209, 87.3981], [44.4066, 106.324]
[189.161, 134.447], [189.62, 215.634], [131.818, 215.554], [32.496, 214.772], [189.62, 215.634], [247.589, 215.713], [338.471, 197.29], [189.326, 297.977], [151.142, 380.271], [92.1514, 566.633], [226.993, 380.684], [-15.9826, 817.469], [207.576, 569.304], [151.142, 380.271], [168.956, 819.585], [316.209, 87.3981], [44.4066, 106.324]
[185.36, 134.664], [185.741, 215.755], [127.994, 215.545], [28.7366, 212.218], [185.741, 215.755], [243.669, 215.966], [335.295, 198.164], [185.32, 298.038], [147.08, 380.094], [99.434, 565.475], [222.796, 380.707], [6.69657, 805.4], [206.95, 566.469], [147.08, 380.094], [173.092, 805.396], [311.547, 88.4921], [42.6623, 103.64]
[185.36, 134.664], [185.741, 215.755], [127.994, 215.545], [28.7366, 212.218], [185.741, 215.755], [243.669, 215.966], [335.295, 198.164], [185.32, 298.038], [147.08, 380.094], [99.434, 565.475], [222.796, 380.707], [6.69657, 805.4], [206.95, 566.469], [147.08, 380.094], [173.092, 805.396], [311.547, 88.4921], [42.6623, 103.64]
[181.639, 135.066], [181.777, 215.863], [123.962, 215.746], [24.2858, 211.45], [181.777, 215.863], [239.694, 215.98], [330.855, 197.881], [181.456, 298.081], [143.25, 380.269], [104.866, 563.71], [219.064, 380.615], [24.4025, 794.479], [206.185, 563.31], [143.25, 380.269], [176.311, 792.57], [306.892, 88.957], [38.3318, 102.536]
[181.639, 135.066], [181.777, 215.863], [123.962, 215.746], [24.2858, 211.45], [181.777, 215.863], [239.694, 215.98], [330.855, 197.881], [181.456, 298.081], [143.25, 380.269], [104.866, 563.71], [219.064, 380.615], [24.4025, 794.479], [206.185, 563.31], [143.25, 380.269], [176.311, 792.57], [306.892, 88.957], [38.3318, 102.536]
[177.761, 135.732], [178.026, 216.143], [120.131, 215.917], [17.9917, 224.271], [178.026, 216.143], [235.944, 216.37], [326.921, 199.148], [177.701, 298.232], [139.515, 380.148], [50.1547, 547.25], [215.248, 380.488], [-100.11, 828.243], [204.807, 559.747], [139.515, 380.148], [178.33, 779.93], [304.191, 89.0102], [30.2582, 114.88]
[177.761, 135.732], [178.026, 216.143], [120.131, 215.917], [17.9917, 224.271], [178.026, 216.143], [235.944, 216.37], [326.921, 199.148], [177.701, 298.232], [139.515, 380.148], [50.1547, 547.25], [215.248, 380.488], [-100.11, 828.243], [204.807, 559.747], [139.515, 380.148], [178.33, 779.93], [304.191, 89.0102], [30.2582, 114.88]
[174.488, 135.963], [174.466, 216.51], [116.504, 216.172], [14.3071, 231.987], [174.466, 216.51], [232.416, 216.849], [323.073, 199.643], [174.07, 298.574], [135.813, 380.337], [59.3487, 561.486], [211.53, 380.757], [-68.2057, 834.466], [203.054, 557.268], [135.813, 380.337], [179.406, 770.2], [300.115, 89.825], [24.4719, 122.269]
[174.488, 135.963], [174.466, 216.51], [116.504, 216.172], [14.3071, 231.987], [174.466, 216.51], [232.416, 216.849], [323.073, 199.643], [174.07, 298.574], [135.813, 380.337], [59.3487, 561.486], [211.53, 380.757], [-68.2057, 834.466], [203.054, 557.268], [135.813, 380.337], [179.406, 770.2], [300.115, 89.825], [24.4719, 122.269]
[170.673, 136.214], [170.611, 217.165], [112.655, 216.714], [12.3237, 235.892], [170.611, 217.165], [228.559, 217.617], [318.335, 198.799], [170.179, 299.177], [131.952, 380.676], [68.6666, 566.399], [207.54, 381.251], [-39.129, 826.172], [200.649, 555.281], [131.952, 380.676], [179.41, 761.813], [296.847, 88.5994], [20.274, 125.731]
[170.673, 136.214], [170.611, 217.165], [112.655, 216.714], [12.3237, 235.892], [170.611, 217.165], [228.559, 217.617], [318.335, 198.799], [170.179, 299.177], [131.952, 380.676], [68.6666, 566.399], [207.54, 381.251], [-39.129, 826.172], [200.649, 555.281], [131.952, 380.676], [179.41, 761.813], [296.847, 88.5994], [20.274, 125.731]
[167.258, 136.239], [167.205, 217.543], [109.208, 216.982], [11.4835, 238.468], [167.205, 217.543], [225.173, 218.103], [315.04, 199.371], [166.699, 299.524], [128.409, 380.867], [76.7706, 566.936], [203.966, 381.542], [-15.2791, 814.274], [198.373, 553.521], [128.409, 380.867], [179.263, 754.555], [293.39, 89.879], [16.9229, 127.912]
[167.258, 136.239], [167.205, 217.543], [109.208, 216.982], [11.4835, 238.468], [167.205, 217.543], [225.173, 218.103], [315.04, 199.371], [166.699, 299.524], [128.409, 380.867], [76.7706, 566.936], [203.966, 381.542], [-15.2791, 814.274], [198.373, 553.521], [128.409, 380.867], [179.263, 754.555], [293.39, 89.879], [16.9229, 127.912]
[164.792, 136.596], [164.457, 217.715], [106.356, 217.12], [11.5594, 242.896], [164.457, 217.715], [222.461, 218.309], [313.037, 201.232], [164.028, 299.622], [125.81, 380.814], [84.1208, 565.001], [201.351, 381.411], [4.97358, 800.966], [196.839, 551.452], [125.81, 380.814], [179.705, 747.353], [290.98, 91.9139], [14.2926, 132.142]
[164.792, 136.596], [164.457, 217.715], [106.356, 217.12], [11.5594, 242.896], [164.457, 217.715], [222.461, 218.309], [313.037, 201.232], [164.028, 299.622], [125.81, 380.814], [84.1208, 565.001], [201.351, 381.411], [4.97358, 800.966], [196.839, 551.452], [125.81, 380.814], [179.705, 747.353], [290.98, 91.9139], [14.2926, 132.142]
[161.856, 135.987], [161.831, 217.477], [103.731, 216.926], [11.3057, 245.667], [161.831, 217.477], [219.857, 218.028], [311.682, 204.269], [161.58, 299.385], [123.593, 380.468], [90.079, 562.01], [199.037, 381.047], [21.4127, 788.193], [195.396, 549.671], [123.593, 380.468], [179.998, 741.317], [289.743, 94.9025], [11.2673, 134.665]
[161.856, 135.987], [161.831, 217.477], [103.731, 216.926], [11.3057, 245.667], [161.831, 217.477], [219.857, 218.028], [311.682, 204.269], [161.58, 299.385], [123.593, 380.468], [90.079, 562.01], [199.037, 381.047], [21.4127, 788.193], [195.396, 549.671], [123.593, 380.468], [179.998, 741.317], [289.743, 94.9025], [11.2673, 134.665]
[159.419, 135.769], [159.741, 217.443], [101.603, 216.947], [11.2998, 251.228], [159.741, 217.443], [217.801, 217.938], [310.473, 209.211], [159.627, 299.372], [121.776, 380.461], [94.8857, 559.37], [197.218, 380.964], [34.8394, 777.437], [194.284, 548.508], [121.776, 380.461], [180.447, 736.524], [289.627, 99.2465], [8.89463, 140.226]
