[219.9, 141.789], [220.969, 220.437], [162.404, 219.529], [54.5377, 213.34], [220.969, 220.437], [279.183, 221.339], [381.299, 254.519], [219.026, 303.187], [178.087, 387.169], [103.779, 568.452], [255.854, 387.705], [-18.9477, 867.86], [255.854, 555.063], [178.087, 387.169], [255.854, 715.985], [487.349, 271.315], [-56.3997, 154.31]
[219.9, 141.789], [220.969, 220.437], [162.404, 219.529], [54.5377, 213.34], [220.969, 220.437], [279.183, 221.339], [381.299, 254.519], [219.026, 303.187], [178.087, 387.169], [103.779, 568.452], [255.854, 387.705], [-18.9477, 867.86], [255.854, 555.063], [178.087, 387.169], [255.854, 715.985], [487.349, 271.315], [-56.3997, 154.31]
[220.009, 140.589], [219.865, 217.165], [162.031, 216.798], [63.0532, 188.606], [219.865, 217.165], [277.404, 217.53], [386.865, 237.81], [218.659, 301.08], [178.418, 386.538], [117.474, 576.99], [256.31, 386.448], [16.8235, 860.773], [266.522, 571.612], [178.418, 386.538], [282.789, 866.549], [492.302, 189.577], [94.7505, 89.5673]
[220.009, 140.589], [219.865, 217.165], [162.031, 216.798], [63.0532, 188.606], [219.865, 217.165], [277.404, 217.53], [386.865, 237.81], [218.659, 301.08], [178.418, 386.538], [117.474, 576.99], [256.31, 386.448], [16.8235, 860.773], [266.522, 571.612], [178.418, 386.538], [282.789, 866.549], [492.302, 189.577], [94.7505, 89.5673]
[220.646, 141.389], [220.059, 217.828], [161.951, 217.486], [65.6245, 190.822], [220.059, 217.828], [277.874, 218.168], [381.959, 221.033], [218.877, 301.076], [178.74, 385.898], [129.526, 578.915], [256.475, 385.783], [45.8516, 847.503], [264.952, 577.685], [178.74, 385.898], [278.528, 856.764], [450.63, 128.809], [94.9585, 90.0572]
[220.646, 141.389], [220.059, 217.828], [161.951, 217.486], [65.6245, 190.822], [220.059, 217.828], [277.874, 218.168], [381.959, 221.033], [218.877, 301.076], [178.74, 385.898], [129.526, 578.915], [256.475, 385.783], [45.8516, 847.503], [264.952, 577.685], [178.74, 385.898], [278.528, 856.764], [450.63, 128.809], [94.9585, 90.0572]
[220.864, 141.862], [220.357, 218.506], [162.079, 218.073], [67.9283, 192.157], [220.357, 218.506], [278.329, 218.936], [379.027, 209.099], [219.073, 301.439], [178.871, 385.856], [139.46, 578], [256.524, 385.842], [69.0037, 832.847], [263.415, 578.85], [178.871, 385.856], [274.816, 842.643], [414.098, 99.1938], [95.673, 90.8352]
[220.864, 141.862], [220.357, 218.506], [162.079, 218.073], [67.9283, 192.157], [220.357, 218.506], [278.329, 218.936], [379.027, 209.099], [219.073, 301.439], [178.871, 385.856], [139.46, 578], [256.524, 385.842], [69.0037, 832.847], [263.415, 578.85], [178.871, 385.856], [274.816, 842.643], [414.098, 99.1938], [95.673, 90.8352]
[221.157, 140.872], [220.442, 217.634], [162.166, 217.256], [69.1481, 193.013], [220.442, 217.634], [278.446, 218.011], [376.811, 200.141], [219.254, 300.335], [179.25, 384.446], [147.894, 573.71], [256.721, 384.426], [88.0404, 815.834], [262.285, 575.396], [179.25, 384.446], [271.99, 824.975], [389.035, 86.0985], [95.9799, 91.2831]
[221.157, 140.872], [220.442, 217.634], [162.166, 217.256], [69.1481, 193.013], [220.442, 217.634], [278.446, 218.011], [376.811, 200.141], [219.254, 300.335], [179.25, 384.446], [147.894, 573.71], [256.721, 384.426], [88.0404, 815.834], [262.285, 575.396], [179.25, 384.446], [271.99, 824.975], [389.035, 86.0985], [95.9799, 91.2831]
[221.88, 140.824], [220.96, 217.708], [162.655, 217.162], [69.7558, 192.902], [220.96, 217.708], [278.999, 218.25], [375.883, 194.796], [219.586, 300.311], [179.456, 384.103], [154.521, 570.221], [256.808, 384.319], [103.085, 801.871], [261.27, 572.359], [179.456, 384.103], [269.601, 810.131], [373.721, 81.6464], [96.5457, 90.9055]
[221.88, 140.824], [220.96, 217.708], [162.655, 217.162], [69.7558, 192.902], [220.96, 217.708], [278.999, 218.25], [375.883, 194.796], [219.586, 300.311], [179.456, 384.103], [154.521, 570.221], [256.808, 384.319], [103.085, 801.871], [261.27, 572.359], [179.456, 384.103], [269.601, 810.131], [373.721, 81.6464], [96.5457, 90.9055]
[222.273, 140.711], [221.43, 217.422], [163.124, 216.859], [70.3211, 192.497], [221.43, 217.422], [279.468, 217.983], [374.879, 191.167], [220.038, 299.955], [179.906, 383.663], [160.084, 566.808], [257.224, 383.9], [115.493, 789.786], [260.822, 568.843], [179.906, 383.663], [268.1, 796.786], [363.963, 80.2077], [96.8493, 90.535]
[222.273, 140.711], [221.43, 217.422], [163.124, 216.859], [70.3211, 192.497], [221.43, 217.422], [279.468, 217.983], [374.879, 191.167], [220.038, 299.955], [179.906, 383.663], [160.084, 566.808], [257.224, 383.9], [115.493, 789.786], [260.822, 568.843], [179.906, 383.663], [268.1, 796.786], [363.963, 80.2077], [96.8493, 90.535]
[223.007, 140.816], [221.751, 217.37], [163.469, 216.623], [70.5981, 191.943], [221.751, 217.37], [279.768, 218.114], [372.924, 184.871], [220.058, 299.854], [179.605, 383.465], [123.772, 566.32], [256.95, 383.952], [33.1818, 863.004], [259.808, 566.106], [179.605, 383.465], [266.123, 786.016], [346.432, 82.5453], [97.6455, 90.2673]
[223.007, 140.816], [221.751, 217.37], [163.469, 216.623], [70.5981, 191.943], [221.751, 217.37], [279.768, 218.114], [372.924, 184.871], [220.058, 299.854], [179.605, 383.465], [123.772, 566.32], [256.95, 383.952], [33.1818, 863.004], [259.808, 566.106], [179.605, 383.465], [266.123, 786.016], [346.432, 82.5453], [97.6455, 90.2673]
[223.273, 140.493], [221.932, 217.247], [163.668, 216.418], [70.8132, 190.43], [221.932, 217.247], [279.948, 218.072], [372.619, 185.181], [220.138, 299.71], [179.619, 383.184], [132.951, 574.427], [256.9, 383.811], [57.2188, 856.748], [259.178, 563.258], [179.619, 383.184], [264.711, 776.026], [347.197, 82.5157], [98.2919, 88.718]
[223.273, 140.493], [221.932, 217.247], [163.668, 216.418], [70.8132, 190.43], [221.932, 217.247], [279.948, 218.072], [372.619, 185.181], [220.138, 299.71], [179.619, 383.184], [132.951, 574.427], [256.9, 383.811], [57.2188, 856.748], [259.178, 563.258], [179.619, 383.184], [264.711, 776.026], [347.197, 82.5157], [98.2919, 88.718]
[223.661, 140.825], [222.164, 217.27], [163.935, 216.378], [70.9979, 189.512], [222.164, 217.27], [280.166, 218.159], [372.483, 185.136], [220.273, 299.711], [179.685, 383.089], [141.627, 575.872], [256.919, 383.841], [78.1453, 842.378], [258.738, 560.985], [179.685, 383.089], [263.618, 767.697], [347.167, 82.5982], [98.8347, 87.9166]
[223.661, 140.825], [222.164, 217.27], [163.935, 216.378], [70.9979, 189.512], [222.164, 217.27], [280.166, 218.159], [372.483, 185.136], [220.273, 299.711], [179.685, 383.089], [141.627, 575.872], [256.919, 383.841], [78.1453, 842.378], [258.738, 560.985], [179.685, 383.089], [263.618, 767.697], [347.167, 82.5982], [98.8347, 87.9166]
[223.878, 140.308], [222.347, 217.029], [164.145, 216.093], [71.346, 188.354], [222.347, 217.029], [280.332, 217.962], [372.632, 184.529], [220.41, 299.438], [179.814, 382.698], [149.129, 573.902], [256.976, 383.531], [95.3554, 826.156], [258.429, 558.612], [179.814, 382.698], [262.752, 759.923], [346.821, 82.1107], [98.9519, 86.6711]
[223.878, 140.308], [222.347, 217.029], [164.145, 216.093], [71.346, 188.354], [222.347, 217.029], [280.332, 217.962], [372.632, 184.529], [220.41, 299.438], [179.814, 382.698], [149.129, 573.902], [256.976, 383.531], [95.3554, 826.156], [258.429, 558.612], [179.814, 382.698], [262.752, 759.923], [346.821, 82.1107], [98.9519, 86.6711]
[223.75, 140.17], [222.272, 216.963], [164.068, 216.066], [71.5939, 188.15], [222.272, 216.963], [280.265, 217.857], [372.888, 185.139], [220.398, 299.379], [179.877, 382.644], [155.249, 571.197], [257.023, 383.435], [109.144, 811.571], [258.184, 556.892], [179.877, 382.644], [262.027, 753.654], [348.003, 82.3068], [98.0333, 86.3138]
[223.75, 140.17], [222.272, 216.963], [164.068, 216.066], [71.5939, 188.15], [222.272, 216.963], [280.265, 217.857], [372.888, 185.139], [220.398, 299.379], [179.877, 382.644], [155.249, 571.197], [257.023, 383.435], [109.144, 811.571], [258.184, 556.892], [179.877, 382.644], [262.027, 753.654], [348.003, 82.3068], [98.0333, 86.3138]
[223.797, 140.247], [222.334, 216.98], [164.136, 216.072], [71.6225, 189.667], [222.334, 216.98], [280.329, 217.885], [373.753, 188.196], [220.44, 299.401], [179.901, 382.659], [160.185, 568.231], [257.045, 383.478], [120.271, 798.604], [257.973, 555.632], [179.901, 382.659], [261.396, 748.468], [350.795, 84.4799], [96.8746, 87.6305]
[223.797, 140.247], [222.334, 216.98], [164.136, 216.072], [71.6225, 189.667], [222.334, 216.98], [280.329, 217.885], [373.753, 188.196], [220.44, 299.401], [179.901, 382.659], [160.185, 568.231], [257.045, 383.478], [120.271, 798.604], [257.973, 555.632], [179.901, 382.659], [261.396, 748.468], [350.795, 84.4799], [96.8746, 87.6305]
[224.147, 140.16], [222.483, 216.753], [164.353, 215.831], [70.8188, 191.866], [222.483, 216.753], [280.433, 217.672], [375.831, 191.373], [220.471, 299.139], [179.778, 382.488], [163.989, 565.338], [256.991, 383.372], [129.104, 787.51], [257.733, 554.67], [179.778, 382.488], [260.788, 744.309], [355.602, 86.5598], [90.8496, 88.9332]
