[,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,]
[,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,], [,]
[271.485, 39.7854], [270.388, 93.3479], [239.922, 96.3163], [225.765, 144.777], [270.388, 93.3479], [301.365, 90.3298], [312.699, 143.582], [272.957, 138.735], [254.539, 185.666], [251.86, 268.96], [296.753, 182.592], [253.418, 342.716], [302.811, 260.098], [254.539, 185.666], [297.661, 326.344], [315.932, 201.557], [202.732, 202.84]
[271.485, 39.7854], [270.388, 93.3479], [239.922, 96.3163], [225.765, 144.777], [270.388, 93.3479], [301.365, 90.3298], [312.699, 143.582], [272.957, 138.735], [254.539, 185.666], [251.86, 268.96], [296.753, 182.592], [253.418, 342.716], [302.811, 260.098], [254.539, 185.666], [297.661, 326.344], [315.932, 201.557], [202.732, 202.84]
[271.233, 40.0877], [270.553, 93.4768], [239.995, 96.4527], [225.882, 145.129], [270.553, 93.4768], [301.648, 90.4487], [313.339, 144.583], [272.989, 139.928], [254.2, 187.976], [252.703, 269.078], [296.915, 184.943], [251.927, 345.296], [304.801, 266.435], [254.2, 187.976], [299.61, 324.826], [321.604, 200.138], [202.546, 204.826]
[271.233, 40.0877], [270.553, 93.4768], [239.995, 96.4527], [225.882, 145.129], [270.553, 93.4768], [301.648, 90.4487], [313.339, 144.583], [272.989, 139.928], [254.2, 187.976], [252.703, 269.078], [296.915, 184.943], [251.927, 345.296], [304.801, 266.435], [254.2, 187.976], [299.61, 324.826], [321.604, 200.138], [202.546, 204.826]
[271.151, 39.7932], [270.545, 92.4593], [240.17, 95.5715], [226.572, 144.775], [270.545, 92.4593], [301.511, 89.2866], [313.368, 144.823], [272.951, 139.35], [254.2, 187.903], [252.62, 274.936], [296.812, 184.798], [251.003, 347.677], [303.53, 266.128], [254.2, 187.903], [300.785, 325.099], [315.292, 194.273], [208.304, 204.744]
[271.151, 39.7932], [270.545, 92.4593], [240.17, 95.5715], [226.572, 144.775], [270.545, 92.4593], [301.511, 89.2866], [313.368, 144.823], [272.951, 139.35], [254.2, 187.903], [252.62, 274.936], [296.812, 184.798], [251.003, 347.677], [303.53, 266.128], [254.2, 187.903], [300.785, 325.099], [315.292, 194.273], [208.304, 204.744]
[271.441, 39.2321], [271.048, 91.841], [240.653, 94.9697], [231.024, 144.888], [271.048, 91.841], [302.06, 88.6487], [319.806, 141.435], [273.398, 139.038], [254.537, 187.873], [256.921, 279.097], [297.268, 184.801], [251.95, 346.927], [304.226, 268.007], [254.537, 187.873], [301.234, 325.613], [311.073, 183.587], [215.336, 198.119]
[271.441, 39.2321], [271.048, 91.841], [240.653, 94.9697], [231.024, 144.888], [271.048, 91.841], [302.06, 88.6487], [319.806, 141.435], [273.398, 139.038], [254.537, 187.873], [256.921, 279.097], [297.268, 184.801], [251.95, 346.927], [304.226, 268.007], [254.537, 187.873], [301.234, 325.613], [311.073, 183.587], [215.336, 198.119]
[274.318, 38.5436], [274.813, 91.1778], [244.795, 93.9967], [233.937, 143.213], [274.813, 91.1778], [305.467, 88.2992], [322.046, 140.146], [276.581, 137.582], [256.816, 185.423], [257.89, 274.272], [300.213, 182.743], [253.124, 343.319], [305.299, 268.565], [256.816, 185.423], [302.307, 332.778], [336.715, 165.839], [223.337, 201.774]
[274.318, 38.5436], [274.813, 91.1778], [244.795, 93.9967], [233.937, 143.213], [274.813, 91.1778], [305.467, 88.2992], [322.046, 140.146], [276.581, 137.582], [256.816, 185.423], [257.89, 274.272], [300.213, 182.743], [253.124, 343.319], [305.299, 268.565], [256.816, 185.423], [302.307, 332.778], [336.715, 165.839], [223.337, 201.774]
[274.088, 38.7816], [277.529, 91.3405], [248, 93.9518], [236.884, 142.474], [277.529, 91.3405], [307.65, 88.6767], [323.359, 139.838], [279.104, 137.218], [260.133, 184.398], [258.547, 272.565], [301.519, 182.007], [253.107, 342.086], [305.064, 269.868], [260.133, 184.398], [302.018, 339.194], [339.34, 165.98], [228.56, 200.826]
[274.088, 38.7816], [277.529, 91.3405], [248, 93.9518], [236.884, 142.474], [277.529, 91.3405], [307.65, 88.6767], [323.359, 139.838], [279.104, 137.218], [260.133, 184.398], [258.547, 272.565], [301.519, 182.007], [253.107, 342.086], [305.064, 269.868], [260.133, 184.398], [302.018, 339.194], [339.34, 165.98], [228.56, 200.826]
[278.991, 37.0287], [278.643, 91.1178], [249.285, 94.2329], [240.229, 143.284], [278.643, 91.1178], [308.549, 87.9445], [323.923, 139.153], [281.01, 138.226], [262.552, 187.215], [260.307, 274.959], [304.504, 184.006], [253.095, 346.168], [305.597, 267.382], [262.552, 187.215], [301.548, 336.343], [338.761, 166.668], [227.28, 190.095]
[278.991, 37.0287], [278.643, 91.1178], [249.285, 94.2329], [240.229, 143.284], [278.643, 91.1178], [308.549, 87.9445], [323.923, 139.153], [281.01, 138.226], [262.552, 187.215], [260.307, 274.959], [304.504, 184.006], [253.095, 346.168], [305.597, 267.382], [262.552, 187.215], [301.548, 336.343], [338.761, 166.668], [227.28, 190.095]
[280.894, 37.0554], [280.946, 89.4731], [251.291, 92.4286], [241.804, 143.539], [280.946, 89.4731], [311.309, 86.4472], [324.166, 138.575], [282.637, 137.781], [263.968, 187.485], [261.582, 274.305], [305.028, 184.957], [253.5, 346.182], [306.887, 269.058], [263.968, 187.485], [297.98, 330.927], [340.358, 167.02], [233.423, 201.107]
[280.894, 37.0554], [280.946, 89.4731], [251.291, 92.4286], [241.804, 143.539], [280.946, 89.4731], [311.309, 86.4472], [324.166, 138.575], [282.637, 137.781], [263.968, 187.485], [261.582, 274.305], [305.028, 184.957], [253.5, 346.182], [306.887, 269.058], [263.968, 187.485], [297.98, 330.927], [340.358, 167.02], [233.423, 201.107]
[282.387, 37.3269], [283.827, 89.5967], [253.809, 91.8069], [242.41, 142.578], [283.827, 89.5967], [314.509, 87.3378], [328.322, 140.215], [284.462, 137.829], [264.726, 187.04], [261.586, 273.718], [305.775, 185.447], [253.391, 345.938], [307.24, 270.588], [264.726, 187.04], [291.696, 331.058], [327.082, 165.705], [234.498, 204.496]
[282.387, 37.3269], [283.827, 89.5967], [253.809, 91.8069], [242.41, 142.578], [283.827, 89.5967], [314.509, 87.3378], [328.322, 140.215], [284.462, 137.829], [264.726, 187.04], [261.586, 273.718], [305.775, 185.447], [253.391, 345.938], [307.24, 270.588], [264.726, 187.04], [291.696, 331.058], [327.082, 165.705], [234.498, 204.496]
[283.482, 37.3577], [284.702, 90.2685], [254.312, 92.1929], [243.777, 142.526], [284.702, 90.2685], [315.574, 88.3135], [329.533, 141.922], [285.915, 138.359], [266.6, 187.212], [262.091, 273.315], [307.876, 185.622], [253.984, 345.613], [307.497, 272.688], [266.6, 187.212], [292.482, 330.587], [311.62, 185.495], [233.718, 205.12]
[283.482, 37.3577], [284.702, 90.2685], [254.312, 92.1929], [243.777, 142.526], [284.702, 90.2685], [315.574, 88.3135], [329.533, 141.922], [285.915, 138.359], [266.6, 187.212], [262.091, 273.315], [307.876, 185.622], [253.984, 345.613], [307.497, 272.688], [266.6, 187.212], [292.482, 330.587], [311.62, 185.495], [233.718, 205.12]
[285.792, 37.4837], [285.354, 90.901], [255.263, 92.8382], [244.47, 143.19], [285.354, 90.901], [315.97, 88.9299], [329.986, 142.822], [286.404, 138.885], [267.822, 187.586], [262.272, 273.241], [307.309, 186.126], [250.953, 350.9], [307.868, 274.63], [267.822, 187.586], [293.603, 334.135], [314.085, 191.801], [232.15, 202.859]
[285.792, 37.4837], [285.354, 90.901], [255.263, 92.8382], [244.47, 143.19], [285.354, 90.901], [315.97, 88.9299], [329.986, 142.822], [286.404, 138.885], [267.822, 187.586], [262.272, 273.241], [307.309, 186.126], [250.953, 350.9], [307.868, 274.63], [267.822, 187.586], [293.603, 334.135], [314.085, 191.801], [232.15, 202.859]
[285.802, 37.7073], [285.674, 90.8075], [255.87, 92.7107], [244.668, 142.832], [285.674, 90.8075], [316.019, 88.8698], [330.487, 143.552], [286.584, 138.763], [268.163, 187.404], [262.984, 273.194], [307.052, 186.035], [252.411, 348.558], [312.47, 272.605], [268.163, 187.404], [297.186, 337.064], [319.082, 184.701], [229.976, 203.358]
[285.802, 37.7073], [285.674, 90.8075], [255.87, 92.7107], [244.668, 142.832], [285.674, 90.8075], [316.019, 88.8698], [330.487, 143.552], [286.584, 138.763], [268.163, 187.404], [262.984, 273.194], [307.052, 186.035], [252.411, 348.558], [312.47, 272.605], [268.163, 187.404], [297.186, 337.064], [319.082, 184.701], [229.976, 203.358]
[285.983, 37.6367], [285.575, 90.8514], [255.634, 92.8322], [244.853, 142.695], [285.575, 90.8514], [316.05, 88.8353], [330.547, 144.409], [286.587, 138.689], [268.302, 187.304], [264.068, 271.903], [307.118, 185.823], [253.523, 347.001], [311.201, 273.555], [268.302, 187.304], [296.447, 336.774], [311.746, 188.186], [228.666, 202.876]
[285.983, 37.6367], [285.575, 90.8514], [255.634, 92.8322], [244.853, 142.695], [285.575, 90.8514], [316.05, 88.8353], [330.547, 144.409], [286.587, 138.689], [268.302, 187.304], [264.068, 271.903], [307.118, 185.823], [253.523, 347.001], [311.201, 273.555], [268.302, 187.304], [296.447, 336.774], [311.746, 188.186], [228.666, 202.876]
[286.101, 37.7673], [285.431, 90.8889], [255.247, 92.935], [244.46, 142.976], [285.431, 90.8889], [316.114, 88.809], [330.709, 144.644], [286.678, 138.508], [268.355, 186.993], [264.281, 272.58], [307.707, 185.337], [253.504, 347.653], [310.428, 273.708], [268.355, 186.993], [296.491, 335.723], [314.497, 191.103], [229.448, 205.485]
[286.101, 37.7673], [285.431, 90.8889], [255.247, 92.935], [244.46, 142.976], [285.431, 90.8889], [316.114, 88.809], [330.709, 144.644], [286.678, 138.508], [268.355, 186.993], [264.281, 272.58], [307.707, 185.337], [253.504, 347.653], [310.428, 273.708], [268.355, 186.993], [296.491, 335.723], [314.497, 191.103], [229.448, 205.485]
[285.932, 37.8985], [285.439, 91.1447], [255.055, 93.1716], [244.284, 143.474], [285.439, 91.1447], [316.318, 89.0847], [331.046, 144.843], [286.65, 138.52], [268.299, 186.775], [263.643, 272.945], [307.629, 185.136], [250.843, 355.057], [310.182, 270.968], [268.299, 186.775], [296.469, 337.921], [310.732, 187.073], [229.353, 204.763]
[285.932, 37.8985], [285.439, 91.1447], [255.055, 93.1716], [244.284, 143.474], [285.439, 91.1447], [316.318, 89.0847], [331.046, 144.843], [286.65, 138.52], [268.299, 186.775], [263.643, 272.945], [307.629, 185.136], [250.843, 355.057], [310.182, 270.968], [268.299, 186.775], [296.469, 337.921], [310.732, 187.073], [229.353, 204.763]
[286.287, 37.7789], [285.403, 90.8916], [255.208, 93.0196], [244.351, 143.473], [285.403, 90.8916], [316.119, 88.7269], [330.916, 144.686], [286.627, 138.089], [268.19, 186.24], [263.39, 272.58], [307.736, 184.502], [252.508, 350.749], [310.38, 269.17], [268.19, 186.24], [299.13, 336.67], [311.522, 187.548], [229.017, 206.492]
[286.287, 37.7789], [285.403, 90.8916], [255.208, 93.0196], [244.351, 143.473], [285.403, 90.8916], [316.119, 88.7269], [330.916, 144.686], [286.627, 138.089], [268.19, 186.24], [263.39, 272.58], [307.736, 184.502], [252.508, 350.749], [310.38, 269.17], [268.19, 186.24], [299.13, 336.67], [311.522, 187.548], [229.017, 206.492]
[286.531, 37.8099], [285.534, 91.0596], [255.532, 93.2995], [244.621, 143.747], [285.534, 91.0596], [316.159, 88.7733], [330.463, 144.938], [286.299, 137.955], [267.7, 185.913], [262.926, 272.523], [306.693, 184.246], [253.277, 348.063], [309.834, 268.818], [267.7, 185.913], [298.977, 339.692], [311.284, 187.869], [229.401, 206.577]
[286.531, 37.8099], [285.534, 91.0596], [255.532, 93.2995], [244.621, 143.747], [285.534, 91.0596], [316.159, 88.7733], [330.463, 144.938], [286.299, 137.955], [267.7, 185.913], [262.926, 272.523], [306.693, 184.246], [253.277, 348.063], [309.834, 268.818], [267.7, 185.913], [298.977, 339.692], [311.284, 187.869], [229.401, 206.577]
[286.623, 37.8517], [285.436, 91.1565], [255.491, 93.3476], [244.464, 143.811], [285.436, 91.1565], [315.975, 88.9219], [328.019, 147.095], [286.287, 137.904], [267.808, 185.681], [262.992, 272.162], [306.719, 184.019], [255.029, 348.474], [309.569, 270.43], [267.808, 185.681], [293.586, 343.525], [311.106, 184.831], [227.863, 207.424]
