1.007467729999999943e-02 -1.544034999999999991e-01 1.254282700000000084e+00
1.015272199999999944e-02 -1.561605000000000076e-01 1.258845700000000178e+00
1.289792599999999879e-02 -1.544339000000000128e-01 1.258532999999999902e+00
1.296567600000000063e-02 -1.561673000000000089e-01 1.263143000000000127e+00
1.623406200000000049e-02 -1.531566000000000038e-01 1.265070799999999940e+00
1.632187200000000116e-02 -1.544060000000000155e-01 1.269230799999999881e+00
2.008498799999999807e-02 -1.515284000000000075e-01 1.273438000000000070e+00
2.055061499999999777e-02 -1.527949999999999864e-01 1.278726000000000029e+00
2.470269499999999674e-02 -1.496808699999999936e-01 1.284586699999999970e+00
2.478156700000000087e-02 -1.503368700000000113e-01 1.288142699999999863e+00
2.967002600000000212e-02 -1.463459500000000024e-01 1.295656900000000000e+00
2.993600999999999554e-02 -1.465709499999999776e-01 1.298002900000000182e+00
3.475201699999999616e-02 -1.430249100000000051e-01 1.307059000000000193e+00
3.517737600000000325e-02 -1.429311100000000001e-01 1.308371000000000173e+00
4.023588599999999849e-02 -1.393332500000000196e-01 1.317171000000000092e+00
4.103235799999999794e-02 -1.384956500000000257e-01 1.317906000000000022e+00
4.596428800000000592e-02 -1.358984300000000145e-01 1.326822000000000168e+00
4.694754700000000613e-02 -1.346873299999999940e-01 1.329258000000000273e+00
5.213929700000000111e-02 -1.319434899999999966e-01 1.339236000000000315e+00
5.350887299999999847e-02 -1.302735899999999947e-01 1.341582000000000274e+00
5.888015300000000452e-02 -1.277857400000000088e-01 1.350072000000000161e+00
6.042758000000000157e-02 -1.262368400000000168e-01 1.352459000000000300e+00
6.537772999999999501e-02 -1.247280799999999912e-01 1.360112000000000210e+00
6.734750999999999932e-02 -1.230338799999999844e-01 1.362107000000000179e+00
7.243826999999999905e-02 -1.216499100000000000e-01 1.368024000000000129e+00
7.444673000000000262e-02 -1.201050100000000120e-01 1.369450000000000056e+00
7.917998999999999177e-02 -1.193167900000000059e-01 1.375156999999999963e+00
8.137091999999999936e-02 -1.176972900000000100e-01 1.377301000000000109e+00
8.559232000000001339e-02 -1.172298900000000033e-01 1.383087000000000177e+00
8.804271000000001013e-02 -1.153952900000000115e-01 1.384981999999999935e+00
9.213869999999999005e-02 -1.156271599999999927e-01 1.390045999999999893e+00
9.462576999999999794e-02 -1.139373599999999875e-01 1.391378000000000004e+00
9.863154999999999839e-02 -1.141867400000000088e-01 1.397060000000000191e+00
1.010908099999999893e-01 -1.124913400000000091e-01 1.398396999999999890e+00
1.049777100000000019e-01 -1.132614499999999996e-01 1.402057999999999804e+00
1.076828100000000177e-01 -1.115459500000000048e-01 1.403294000000000041e+00
1.113919300000000140e-01 -1.126927699999999977e-01 1.406476000000000059e+00
1.140676100000000137e-01 -1.110841700000000098e-01 1.407172999999999785e+00
1.171974999999999961e-01 -1.123239599999999866e-01 1.409423000000000092e+00
1.199956200000000112e-01 -1.107955599999999874e-01 1.409440999999999944e+00
1.227655699999999905e-01 -1.119901600000000053e-01 1.411650999999999767e+00
1.252726899999999921e-01 -1.108061600000000008e-01 1.412380999999999887e+00
1.274420599999999959e-01 -1.120910000000000101e-01 1.413136999999999865e+00
1.297455600000000098e-01 -1.115253000000000216e-01 1.413282999999999845e+00
1.314955399999999941e-01 -1.125388000000000222e-01 1.414435000000000109e+00
1.338247399999999976e-01 -1.120755000000000084e-01 1.414363000000000259e+00
1.351416199999999901e-01 -1.128659000000000051e-01 1.414521000000000139e+00
1.372799299999999667e-01 -1.129027000000000086e-01 1.414042999999999939e+00
1.384742899999999999e-01 -1.135425000000000045e-01 1.414380999999999888e+00
1.406895999999999980e-01 -1.134410000000000002e-01 1.413746999999999865e+00
1.414875300000000280e-01 -1.136904999999999999e-01 1.413226999999999789e+00
1.432744300000000082e-01 -1.139174199999999915e-01 1.412726999999999844e+00
1.436085699999999910e-01 -1.138663199999999931e-01 1.411635999999999891e+00
1.451595300000000088e-01 -1.141858300000000159e-01 1.410827000000000053e+00
1.455870999999999971e-01 -1.139400299999999977e-01 1.409547000000000105e+00
1.467614000000000141e-01 -1.141831199999999991e-01 1.408379000000000048e+00
1.471382900000000049e-01 -1.140353200000000233e-01 1.407486999999999711e+00
1.481522900000000198e-01 -1.140743300000000154e-01 1.406336999999999948e+00
1.487652099999999811e-01 -1.137589100000000047e-01 1.405028000000000166e+00
1.495450099999999782e-01 -1.136775800000000142e-01 1.403357999999999883e+00
1.495014400000000132e-01 -1.129252599999999995e-01 1.400940999999999770e+00
1.498123400000000160e-01 -1.129172099999999901e-01 1.399167000000000050e+00
1.488529900000000183e-01 -1.120840000000000031e-01 1.396222999999999992e+00
1.490361900000000128e-01 -1.117843499999999907e-01 1.394372999999999863e+00
1.482435000000000003e-01 -1.110419099999999798e-01 1.391445999999999961e+00
1.480757000000000045e-01 -1.104042599999999763e-01 1.389418999999999960e+00
1.468612400000000040e-01 -1.092955999999999789e-01 1.386564000000000130e+00
1.466912400000000005e-01 -1.089169299999999813e-01 1.384454999999999991e+00
1.448992300000000177e-01 -1.078474799999999956e-01 1.381449999999999845e+00
1.443794300000000308e-01 -1.074554199999999959e-01 1.379508999999999874e+00
1.423955400000000149e-01 -1.063298999999999911e-01 1.376894000000000062e+00
1.416960399999999953e-01 -1.059746500000000036e-01 1.374559000000000086e+00
1.396808999999999967e-01 -1.047527099999999989e-01 1.370960000000000178e+00
1.390933999999999782e-01 -1.047567199999999976e-01 1.368473000000000050e+00
1.367874300000000154e-01 -1.038912300000000011e-01 1.364281999999999995e+00
1.362894300000000170e-01 -1.038351899999999939e-01 1.362549000000000010e+00
1.337258300000000177e-01 -1.027140099999999945e-01 1.358527000000000040e+00
1.328000099999999961e-01 -1.027362199999999892e-01 1.356578999999999979e+00
1.300279500000000310e-01 -1.014741799999999833e-01 1.352671000000000179e+00
1.290934999999999999e-01 -1.015330599999999944e-01 1.351474000000000064e+00
1.261571299999999785e-01 -1.002150799999999981e-01 1.346627999999999936e+00
1.252249700000000188e-01 -1.000874799999999926e-01 1.345697000000000143e+00
1.218881500000000007e-01 -9.837384999999999879e-02 1.340415000000000134e+00
1.204606099999999957e-01 -9.832068000000000751e-02 1.339255000000000084e+00
1.170134700000000083e-01 -9.654104000000000851e-02 1.334320000000000173e+00
1.159613099999999980e-01 -9.623913000000001994e-02 1.332788000000000084e+00
1.120970300000000003e-01 -9.450398000000001519e-02 1.327299000000000229e+00
1.105102600000000129e-01 -9.411054000000000641e-02 1.326008000000000076e+00
1.065774669999999952e-01 -9.254840999999999762e-02 1.319887999999999950e+00
